,Timestamp,FIT-800-00/BLOCK1/OUT.CV lb/min,FIT-800-00/DENSITY/OUT.CV kg/m3,FIT-800-00/TEMP/OUT.CV °C,FIT-800-00/VOL_FLOW/OUT.CV L/min,FIT-800-01/BLOCK1/OUT.CV gal/min,FIT-800-02/BLOCK1/OUT.CV gal/min,FIT-800-03/BLOCK1/OUT.CV gal/min,FIT-800-04/BLOCK1/OUT.CV gal/min,FSC-800-01/FCS-600-01_OUT/OUT.CV %,FSC-800-01/FCS-600-01_OUT/PV.CV no units,FSC-800-01/FCS-600-01_OUT/SP.CV no units,PIC-800_SLAVE/PID1/OUT.CV %,PIC-800_SLAVE/PID1/PV.CV psig,PIC-800_SLAVE/PID1/SP.CV psig,PIT-800-00/AI1/OUT.CV psi,PIT-800-01/AI1/OUT.CV psi,PIT-800-02/AI1/OUT.CV psi,PIT-800-03/AI1/OUT.CV psi,PIT-800-04/AI1/OUT.CV psi,TE-800-01/AI1/OUT.CV °C,TE-800-02/AI1/OUT.CV °C,TE-800-03/AI1/OUT.CV °C,TE-800-04/AI1/OUT.CV °C,TE-800-05/AI1/OUT.CV °C,TE-800-06/AI1/OUT.CV °C,TE-800-07/AI1/OUT.CV °C,TE-800-08/AI1/OUT.CV °C,TE-800-09/AI1/OUT.CV °C,TE-800-10/AI1/OUT.CV °C,TE-800-11/AI1/OUT.CV °C,TE-800-12/AI1/OUT.CV °C,TE-800-13/AI1/OUT.CV °C,TE-800-14/AI1/OUT.CV °C,TE-800-15/AI1/OUT.CV °C,TE-800-16/AI1/OUT.CV °C,TIC-800_MASTER/PID1/PV.CV °C,TIC-800_MASTER/PID1/SP.CV °C,TT-800-00F/AI1/OUT.CV °C,TT-800-00P/AI1/OUT.CV °C,TT-800-01P/AI1/OUT.CV °C,TT-800-02P/AI1/OUT.CV °C,TT-800-03P/AI1/OUT.CV °C,TT-800-04P/AI1/OUT.CV °C
2,2025-01-29 15:02:02-05:00,1.7779148817062378,15.15677261352539,149.7028045654297,54.154258728027344,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.6163559,71.62184143066406,71.62339782714844,47.06158447265625,20.03068733215332,20,20.032474517822266,11.657272338867188,5.026036262512207,72.70113372802734,0.6022558808326721,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.019744873046875,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.11315918,22.461700439453125,28.37371826171875,28.37371826171875,149.4397735595703,25.74642944335937,24.836639404296875,23.48422241210937,19.890777587890625,24.58258056640625
3,2025-01-29 15:02:03-05:00,1.7779148817062378,15.251053810119627,149.72515869140625,53.83939743041992,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.6163559,71.62184143066406,71.62036895751953,47.03146362304688,20.05751037597656,20,20.05751037597656,11.657272338867188,5.026036262512207,72.70113372802734,0.6022558808326721,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.4397735595703,25.74642944335937,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
4,2025-01-29 15:02:04-05:00,1.7564568519592283,15.196897506713867,149.74749755859375,53.52453613,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.6163559,71.61050415039062,71.61734771728516,47.06034851074219,20.01816940307617,20,20.01816940307617,11.657272338867188,5.026036262512207,72.70113372802734,0.6022558808326721,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.4397735595703,25.74642944335937,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
5,2025-01-29 15:02:05-05:00,1.7564568519592283,15.142741203308104,149.7698516845703,53.20967483520508,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.60475922,71.61050415039062,71.61432647705078,47.06420135498047,20.011016845703125,20,20.01816940307617,11.657272338867188,5.026036262512207,72.70113372802734,0.6022558808326721,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.4397735595703,25.74642944335937,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
6,2025-01-29 15:02:06-05:00,1.7564568519592283,15.088583946228027,149.79220581054688,52.894813537597656,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.60475922,71.61050415039062,71.61129760742188,47.09194946289063,19.98419189453125,20,19.97883033752441,11.68206787109375,5.026036262512207,72.70113372802734,0.6022558808326721,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.4397735595703,25.74642944335937,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
7,2025-01-29 15:02:07-05:00,1.7564568519592283,15.034427642822266,149.81455993652344,52.98397064208984,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.60475922,71.61050415039062,71.60827637,47.11969757080078,19.957368850708008,20,19.957368850708008,11.68206787109375,5.026036262512207,72.70113372802734,0.6022558808326721,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.4397735595703,25.74642944335937,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
8,2025-01-29 15:02:08-05:00,1.7564568519592283,14.980271339416504,149.8369141,53.073123931884766,13.50080108642578,19.986839294433597,9.546201908960938e-05,7.626506805419922,71.62016296386719,71.61050415039062,71.61973571777344,47.11298370361328,19.96988677978516,20,19.97883033752441,11.68206787109375,5.026036262512207,72.70113372802734,0.5915269255638123,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.326873779296875,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.4397735595703,25.77362060546875,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
9,2025-01-29 15:02:09-05:00,1.7564568519592283,14.98805046081543,149.8592529296875,53.16228103637695,13.50080108642578,20.00591278076172,9.546201908960938e-05,7.560225486755371,71.63741302490234,71.62949371,71.63119506835938,47.10626602172852,19.982406616210938,20,19.97883033752441,11.68206787109375,5.026036262512207,72.70113372802734,0.5915269255638123,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.37493896484375,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.68045043945312,25.77362060546875,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
10,2025-01-29 15:02:10-05:00,1.7564568519592283,14.99582862854004,149.88160705566406,53.25143432617188,13.50080108642578,20.00591278076172,9.546201908960938e-05,7.560225486755371,71.65186309814453,71.64516449,71.64265441894531,47.12474822998047,19.96809959411621,20,19.97883033752441,11.68206787109375,5.026036262512207,72.70113372802734,0.5915269255638123,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.62191772460937,122.94998168945312,120.4986572265625,20.93963623046875,21.06781005859375,23.583221435546875,23.37493896484375,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.68045043945312,25.77362060546875,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
11,2025-01-29 15:02:11-05:00,1.7564568519592283,15.003607749938965,149.90396118164062,53.34059143066406,13.50080108642578,20.00591278076172,9.546201908960938e-05,7.560225486755371,71.65186309814453,71.64516449,71.65411376953125,47.14323425292969,19.953792572021484,20,19.953792572021484,11.68206787109375,5.026036262512207,72.70113372802734,0.5915269255638123,25.07324219,28.7902832,28.37371826171875,24.640655517578125,9.50012207,22.653961181640625,122.869873,120.45059204101562,20.93963623046875,21.06781005859375,23.583221435546875,23.37493896484375,22.62191772460937,23.77548217773437,19.16122436523437,22.50976563,28.37371826171875,28.37371826171875,149.68045043945312,25.77362060546875,24.836639404296875,23.457916259765625,19.890777587890625,24.58258056640625
